speaker,label,type,utterance
498460258,,,@xboxsupport1 yep i think i got it :)

139239482,,, @Eternal_Entity Did the gamerscore for that add to your total gamerscore?
44068235,,, @XboxSupport1 Nope.
44068235,,, :(
139239482,,, @Eternal_Entity Did you unlock that achievement while offline?
44068235,,,"@XboxSupport1 I believe so, my internet company was doing checks at the time and 3 seconds before unlocked it my internet shut off."
139239482,,," @Eternal_Entity Ok, have you since signed back in to Xbox LIVE with that account?"
44068235,,," @XboxSupport1 Yes, it has been a good year since that event has happened."
44068235,,, I have earned maybe 200 achievements since then online.
139239482,,,"@Eternal_Entity Ok, your best bet would be to redownload your GT &amp; that will likely relock the achievement and you can try to re-earn it^AC"
44068235,,, @XboxSupport1 Okay.
44068235,,, :) Will there be any other negative consequences of re-downloading my profile?
44068235,,, I have earned no offline achievements.
139239482,,, @Eternal_Entity Not really.
139239482,,," If anything, it might make some features run a bit faster :) ^AC"

139239482,,, @SirBobbie did you recently get a new console?
93048261,,," @XboxSupport1 No, I have had my slim since release."
93048261,,, I'm in the beta..
93048261,,, if that's any help.
139239482,,,"@SirBobbie ohh, in that case, please report the bug in the http://t.co/ghRijK1e forums ^KN"
93048261,,,@XboxSupport1 But do you think profile recovery would help?
139239482,,, @SirBobbie we have no info.
139239482,,," Since you're in the beta, you may want to post in the http://t.co/ghRijK1e forums ^KN"

139239482,,,@Zach_JC Can you get it open using the steps here http://t.co/XHVXtFGo ^JN
162498251,,,@XboxSupport1 The link doesn't work for some reason
139239482,,, @Zach_JC Are you accessing it from a computer?
162498251,,,@XboxSupport1 Yeah from my laptop
139239482,,, @Zach_JC What happens when you load it?
162498251,,," @XboxSupport1 It says ""Oops!"
162498251,,, What happened?
162498251,,," We've moved some stuff around"""
139239482,,, @Zach_JC That's odd.
139239482,,, We were just able to view the link.
139239482,,, Let's try again.
139239482,,, http://t.co/XHVXtFGo ^RH
162498251,,,@XboxSupport1 Still saying the same thing
139239482,,, @Zach_JC Which web browser are you using?
139239482,,, You may need to clear cache/cookies ^JX

139239482,,, @DeathToCoby We're the official Xbox Support on Twitter.
139239482,,, Is there something that we can help you with today?
85759770,,," @XboxSupport1 I was given a password via email to confirm my account on Live, but when I put it in, its not working."
85759770,,, Please help?
139239482,,, @DeathToCoby What does it say when you try to confirm?

139239482,,," @HatingHumanity Sorry, we don't have any information on why an account may have been suspended."
139239482,,," We're customer support, not Enforcement."
71335126,,," @XboxSupport1 Yeah, SUPPORT YOUR FUCKING CUSTOMERS."
71335126,,," I didn't even do shit with my retail account, I only fucked around on #PartnerNet."
139239482,,, @HatingHumanity We don't have any information about that available to us.
71335126,,,@XboxSupport1 EAT A DICK MS
139239482,,, @HatingHumanity We'll be here for you if you have a support question about your Xbox 360.
71335126,,," @XboxSupport1 I don't even play xbox, I just play games for windows live, and my account randomly gets banned."
71335126,,, I haven't used it in months.
139239482,,," @HatingHumanity Sorry, but we don't have anything to do with the actions of the LIVE Enforcement team."

139239482,,, @FreeBandz4Lunch Does it get stuck at a certain download percentage?
235712311,,, @XboxSupport1 it downloads pretty quick.
235712311,,, It's doing it with my MW3 stuff.
235712311,,, It gets stuck at 0% for like a min then it just pops at 100%
139239482,,," @FreeBandz4Lunch Ok, but is the content actually on your hard drive after that?"
139239482,,, Does it actually download the entire file?
235712311,,, @XboxSupport1 I assume its not dwnloading the entire file.
235712311,,," My Xbox tells me that the content is dwnloaded, but its not in my storage device."
139239482,,," @FreeBandz4Lunch Ok, do you see a partial file for that content listed on your hard drive?"
235712311,,, @XboxSupport1 no.
235712311,,," One DLC says its on my HDD, but MW3 says I need to dwnload it again."
235712311,,," Then Xbox told me the other DLC downloaded, but didnt"
139239482,,," @FreeBandz4Lunch Ok, can you try deleting the content in question and any updates for MW3 listed on your hard drive..."

139239482,,, @Mark_Northcott Can you try this trouble shooter?
139239482,,, http://t.co/MrFGwSKe ^PJ
222449419,,," @XboxSupport1 no that hasn't worked, I think I'm just going to get a new one."
222449419,,, Thanks for the help though

139239482,,,@beckerr4 Do you get any error messages when you try to download them ^JN
471547179,,, @XboxSupport1 No.
471547179,,, It just says game can't be downloaded.
471547179,,, And when i try to download reach it red rings me.
471547179,,, And it's only on that game.
471547179,,,@XboxSupport1 And when i actually use the disk for reach i can't do matchmaking/custom games and when i get off reach it red rings me too.

139239482,,," @GNT_Josh There are known account issues at this time, please see our service alert here http://t.co/6N6mW5mT &amp; try again later."
121870861,,," @XboxSupport1 Okay,thanks!"
121870861,,, Glad to know its not me.
139239482,,,"@GNT_Josh Nope, not you :) ^PC"

139239482,,, @SkyJamess try out the disc drive troubleshooter http://t.co/MrFGwSKe and let us know if that helps.
429580826,,,@XboxSupport1 no help
139239482,,,"@SkyJamess in that case, sounds like you may want to set up a console repair online here http://t.co/gJS8ilNW ^KN"

139239482,,,@CheekyPeanut91 Let's check out this link: http://t.co/YfPJ2CrS &amp; please keep us posted ^JX
91502155,,, @XboxSupport1 Tried the troubleshoot.
91502155,,, Set it up through my HD PVR though and the flickering has disappeared.
91502155,,, Must be my HDMI connection
139239482,,, @CheekyPeanut91 Can you try another HDMI cable?
91502155,,,@XboxSupport1 I only have one
139239482,,, @CheekyPeanut91 What if you connect directly from the console to the tv?

358608324,,,@XboxSupport1 Is there any info on why the youtube app is not working ?
139239482,,, @jamesstrew We are looking into it.
139239482,,, Stay tuned here for updates: http://t.co/BMhsLK29 ^PJ

139239482,,, @blaxarbush911 How are you connecting to the internet- wired/wireless?
48698368,,, @XboxSupport1 Wirelessly.
48698368,,, I can play all the services from xbl on my computers on my Network with no problem.
48698368,,, it only occurs on xbl.

139239482,,, @OtakuDante Are you able to login to http://t.co/da0mulu2?
45158778,,,@XboxSupport1 Yes
139239482,,,@OtakuDante Let's take a look at these steps: http://t.co/c1iuS5Ga &amp; please keep us posted ^JX
45158778,,,"@XboxSupport1 I re-downloaded my profile, and it worked ;)"
139239482,,, @OtakuDante Rock on!
139239482,,, Glad you are back in the game ^JX
45158778,,,@XboxSupport1 Thanks :) I am too ;) I was worried there for a bit O_o
139239482,,, @OtakuDante Rock on!
139239482,,, Thanks for the shout out!
45158778,,,@XboxSupport1 You're Welcome :)

139239482,,, @JoelHarshlyDone We are looking into that.
139239482,,, Stay tuned here for more info: http://t.co/BMhsLK29 ^PJ
232352457,,,@XboxSupport1 thanks for that.

139239482,,," @MarcSuckling Hmm, perhaps try clearing the console's system cache, restart and try again again?"
139239482,,, http://t.co/Yy3otP6R ^JD
499217801,,,"@XboxSupport1 It didn't work, however if I delete ANY 1 map from my hard drive the game works :/"
139239482,,," @MarcSuckling you may want to clear your console cache, delete the Title update, and then follow step 3 from that article."
499217801,,,"@XboxSupport1 @XboxSupport2 It hasn't worked the game still doesn't load, it's weird how if I delete 1 map and try it works"
139239482,,, @MarcSuckling what map did you delete?
139239482,,, Where did you go to download collection 4?
139239482,,, Did you go to the Store option?
499217801,,,"@XboxSupport1 Aaahhhh if I delete any of the DLC maps the game works, even a Spec Ops map, which makes the game and multiplayer work fine"
139239482,,, @MarcSuckling What's the name of the DLC that you deleted in order for Collection 4 to work?
499217801,,,@XboxSupport1 I deleted Arctic Recon for an example but it works if I delete any other DLC map whether it be multiplayer or Spec Ops
139239482,,," @MarcSuckling Quick clarifier, are you downloading the DLC from the Games Marketplace on console or from the MW3 store in game?"
499217801,,,@XboxSupport1 MW3 store in game like it said on the website
139239482,,, @MarcSuckling Can you DM me your gamertag and I'll take a look?
499217801,,,@XboxSupport1 Its alright its Marcyboi06
139239482,,," @MarcSuckling by the way, is the game you're launching from a game disc or from a game you downloaded from games on demand?"
499217801,,,"@XboxSupport1 Im loading it from my MW3 disc, I did check the disc and it's fine"

139239482,,, @MonsterMag Did you purchase 3 of the qualifying titles before August 21st?
139239482,,, If so the points should arrive in about 6 weeks from then ^JX
26818238,,, @XboxSupport1 yes I did.
26818238,,," Wrecketeer, Deadlight, &amp; Dust."
26818238,,, Just wanted to confirm since I didn't see the points pending.
139239482,,,@MonsterMag Keep your eyes peeled &amp; let us know if they don't show up within the next few weeks ^JX

139239482,,," @PriusGuy2004 Hey there, we aren't going to have specifics on this, I'm afraid."
49145460,,, @XboxSupport1 @XboxSupport ^OZ: Alright.
49145460,,, I just find it frustrating that every month those recently reduced items take FOREVER to appear.
139239482,,," @PriusGuy2004 Yeah, I definitely hear you."
139239482,,, Have you posted about this in the suggestion forums yet?

49145460,,, @XboxSupport @XboxSupport1 Good morning.
49145460,,, It is September 18th.
49145460,,," Have the September ""Recently Reduced"" games/DLC been posted yet?"
49145460,,, #frustrated
139239482,,, @PriusGuy2004 Not sure that I understand your question.
139239482,,, They are content for the game.
139239482,,, Asking if weapons are available without purchase?
49145460,,,@XboxSupport1 @XboxSupport ^JC: I'm just wondering if I'd be wasting MS pts on something I can eventually unlock for free later in Deus Ex.

139239482,,," @ChrisThundercat Just to make sure, you have all your proofs updated here, yes?"
139239482,,, http://t.co/MDS2HGxD ^JN
240323453,,,"@XboxSupport1 yes, the email address it's being sent to is similar to the one I use to log in with, but with a spelling mistake."
139239482,,, @ChrisThundercat Are you unable to change that email to the correct one at that link?
240323453,,," @XboxSupport1 yeah, just gonna buy a playstation I think."
240323453,,, Less hassle
139239482,,," @ChrisThundercat if you updated your proofs, then you should be good."

139239482,,, @Wez2025 We don't have access to that info I'm afraid.
139239482,,, Do you have any other email addresses?
139239482,,, Perhaps it is different from your WLID?
223943054,,,@XboxSupport1 i provided them as the backup email type thing were you get password resets
139239482,,," @Wez2025 How many times have you tried phone support, if you don't mind me asking?"
223943054,,,@XboxSupport1 i would say i have rang support each day since the 6th after every 24 hours .
139239482,,," @Wez2025 Okay, let me just make sure I'm on the same page."
139239482,,, Are you trying to recover your account?
139239482,,, Or your password?
223943054,,, @XboxSupport1 My password but when i send it to my email i gave microsoft the email wont come through i've waited ages ..
223943054,,, im tired of this
139239482,,," @Wez2025 Okay, can we try the steps at this link as well."
139239482,,, http://t.co/0PNxWk8Z I want to see if this is a general issue or isolated.
223943054,,,@XboxSupport1 lol you read my mind i did this and got an email 12 minutes ago saying there looking into the case ..
139239482,,, @Wez2025 Cool!
139239482,,," Alright, now I can legitimately be comfortable saying to keep an eye and if you don't hear anything tomorrow, let us know^JN"
223943054,,,@XboxSupport1 i should get some sort of gift for having lies told to me tbh with you haah but im only kiddin :P
139239482,,," @Wez2025 I'm not too sure what was going on with it, but we always try our best to make sure you are taken care of."
139239482,,, Keep us in the loop!
223943054,,,@XboxSupport1 omg now they cant verify the account is mine  :/ i dont get this im stuck in shit because of somthing microsoft did .
139239482,,, @Wez2025 Were you able to answer the security questions that they gave you?
223943054,,, @XboxSupport1 the security question was set up by Microsoft .
223943054,,, i put in the last 4 digits of my debit card and they still cant verify it
223943054,,, @XboxSupport1 i dont no what to do ..
223943054,,, its like ive lost my xbox account ..
223943054,,, they changed the email and got the email sent to me but no passwo
223943054,,, @XboxSupport1 rd after 4 days ..
223943054,,, im confused
139239482,,," @Wez2025 Okay, was this on the phone?"
139239482,,, Or on that link I sent you earlier?
223943054,,,@XboxSupport1 the link you sent me earlier i already did that and have just got a messege saying cannot verifiy its yours try again :(
223943054,,,@XboxSupport1 i wish i could show you the email i have then you will understand better isnt there a way for us to talk like via email ?
139239482,,, @Wez2025 Not here on Twitter I'm afraid.
139239482,,, If you want we also have a chat support option.
139239482,,," @Wez2025 Or you could DM us a screen shot, if you can blackout all the personal info."
139239482,,, I wouldn't really recommend that though ^JN
223943054,,, @XboxSupport1 well the problem is ..
223943054,,, i have no access to my account ?
223943054,,, so wtf am i supposed to do :/ they have left me in the dump with it
223943054,,, @XboxSupport1 ermm ..
223943054,,, i could just dm you a place were the photo is ?
139239482,,, @Wez2025 REally the only thing that's there is to either contact Chat support or go back to phone support.
139239482,,, @Wez2025 We can't really do much else here.
139239482,,," And I can't recommend that, that would require you putting very personal info online ^JN"
223943054,,, @XboxSupport1 but what do i say ?
223943054,,, ive been through it all the time i get told to wait 24hours again ive lost out on money not using my memb
223943054,,, @XboxSupport1 ership ..
223943054,,," dont you see were im coming from , i have phone support so many times and got the same thing over and over !"
139239482,,, @Wez2025 Explain it to them the same way you explained it to me.
139239482,,, Let them know that you have called multiple times ^JN
139239482,,," @Wez2025 I can understand, completely."
139239482,,," I wish I could do more, but that's all we can do here on Twitter ^JN"
223943054,,, @XboxSupport1 lol you wont believe me this is what i did today and they said we cant really do anything ..
223943054,,, BUT YOUR THE ONE WHO SET IT UP
223943054,,,"@XboxSupport1 wait how can i chat to support without a account i cant phone asim in the uk , closed atm"
223943054,,, @XboxSupport1 problem is i want to contact support but i would like to talk to you ..
223943054,,, not a different person each time !
139239482,,, @Wez2025 I'm afraid I'm only part of the Twitter team.
139239482,,, Can you enter in some contact info here?
139239482,,, http://t.co/aFJX4pBt ^JN
223943054,,,@XboxSupport1 @JayDavies17_97 im having this problem with any game it crashes my xbox only started today and i have them installed
139239482,,, @Wez2025 Have you all run the network connection test recently?
139239482,,, @Wez2025 Does this happen if they are not installed?
223943054,,,@XboxSupport1 really its just with minecraft
139239482,,, @Wez2025 So what exact action in Minecraft is causing your console to freeze?
223943054,,,@XboxSupport1 when i click play game and the maps are loading
139239482,,,@Wez2025 Let's delete the game then redownload/reinstall &amp; see if the issue persists ^JX
223943054,,,"@XboxSupport1 i should not have to do that so no ,."
139239482,,,@Wez2025 We recommend this step as it may help resolve the issue you are having with the freezing ^JX

139239482,,, @Go_xCeL What error are you seeing?
139239482,,," @Go_xCeL OK, can you DM us the results from http://t.co/edgLK7RI as well as your GT?"
340510537,,,@XboxSupport1 Ok will do!
139239482,,, @Go_xCeL Thanks for the info!
139239482,,, We will continue looking into this.
139239482,,, Stay tuned here for updates: http://t.co/BMhsLK29 ^PJ

78250340,,, @XboxSupport1 you used to be able to buy them as I've bought several.
78250340,,, rip off having to buy s charger each time now.
78250340,,, And not v green!
139239482,,,"@Retro_uk You could always try Ebay, but no guarantee it would be a good battery ^JN"

139239482,,, @koibraces Have you redownloaded your profile and then tried to earn another Achievement?
56421971,,,@XboxSupport1 I've redownloaded it gonna try and unlock something now.

139239482,,, @Doc_Rogers Have you had a chance to post on the rewards forums?
139239482,,, http://t.co/6jMEgZOX ^JX
38492717,,,@XboxSupport1 yes and I think it is bogus that the @EASports Season Ticket was not eligible for @XboxLIVErewards that's upsetting.
38492717,,,@XboxSupport1 @XboxLIVErewards as a valuable customer I feel that I deserve the 240 points or whatever back for my purchase.
139239482,,,@Doc_Rogers That forums link is alos a great lace to post your suggestion as well ^JN
38492717,,, @XboxSupport1 oh I did.
38492717,,, I made sure to make a note of making rewards eligibility much more clear through the rewards site.
38492717,,, #EggOnFace
139239482,,, @Doc_Rogers You'll want to check with the Rewards forums at http://t.co/6jMEgZOX for issues with that program.

418970729,,,@XboxSupport1 my account was suspended and the date that its suspended till is today but i cant sign in?
139239482,,, @martinsutherla1 The suspension should be lifted at the same time of day it went into effect.
139239482,,, Ex: if it started at 3pm check back after 3^JX
418970729,,,@XboxSupport1 is there anyway of you telling me when the suspension will be lifted?

139239482,,, @kOBEdaMAN_ What specifically happens when you try?
46710790,,,@XboxSupport1 I've tried downloading it 5X's and it says game could not start or it takes me in and says disc is unreadable.
139239482,,, @kOBEdaMAN_ Are you a Gold member?
46710790,,,@XboxSupport1 yea.
139239482,,, @kOBEdaMAN_ The demos are downloading completely without error?
139239482,,, When you go to Settings-System-Storage do you see any corrupt files?
46710790,,, @XboxSupport1 no.
46710790,,, They come looking normal.
46710790,,, They mess up so I delete them but they always never start.
139239482,,,@kOBEdaMAN_ Let's take a look at the link here:http://t.co/AbAycUQG &amp; follow the steps ^JX
46710790,,, @XboxSupport1 Thanks.
46710790,,, Now I know why having XBL is better than PSN.
46710790,,, #GOODshit

555139167,,, @XboxSupport1 When I hold my xbox headsets jack between two fingers it tunes it to a radio station.
555139167,,, I'm kid you not.
555139167,,, Am I a radio?!?!?!
139239482,,, @Chipstixx That is quite a talent.
139239482,,, What station is it playing?
139239482,,, The music any good?
555139167,,,"@XboxSupport1 I'm trying to find which station is playing ""Angels Watching Over Me"" because that's the one I'm apparently listening to"
139239482,,, @Chipstixx Haven't heard of that one before.
139239482,,, it any good?
139239482,,, Who sings it?
555139167,,," @XboxSupport1 My bad, the song is Upside Down by Paloma Faith."
555139167,,, It is an alright song.

139239482,,, @Chipstixx Is that when you tried to click that link?
555139167,,,@XboxSupport1 Yes it was.
139239482,,, @Chipstixx Does that show up no matter which browser you use?
555139167,,,"@XboxSupport1 Oh it's working now, thanks."
139239482,,,"@Chipstixx Awesome, glad to hear it ^PC"

139239482,,, @ShadyNarcs That version is not available on the marketplace.
540937919,,,@XboxSupport1 yeah I know will u think about putting it on dont get why not seen as u pay treyarch for sp privlages with their game lol

139239482,,, @Cole95044466 Are you still able to connect with the chatbot or post on the support forums?
823835839,,,@XboxSupport1  Yes i am still able to access ambs chat i still have Xbox Ambassador 06 listed but i get message message saying -
823835839,,,"@XboxSupport1 Please allow a couple hours for me to really ""process"" our new friendship!"
823835839,,, @XboxSupport1 and i do not think i still have the link to Ambassadors Forum so i am not shure on that question.
823835839,,, Thank you for helping.
139239482,,, @Cole95044466 Gotcha.
139239482,,, Did you just readd it?
139239482,,, Or has it been like that cor a bit?
823835839,,,"@XboxSupport1  It has been like that for days saying lease allow a couple hours for me to really ""process"" our new friendship!"
139239482,,, @Cole95044466 Do you still have your welcome email from when you joined Ambassadors?
823835839,,,@XboxSupport1  Umm no i do not think i still have sorry ans sorry to have you go through all this trouble.

401261783,,,@XboxSupport1 Is this ok to use in the xbox forums as a Signature http://t.co/XrOEoVTH
139239482,,, @stalker3k The 10 years of Xbox logo?
401261783,,,@XboxSupport1 the whole thing and yes 10 years i been on well just a couple months away
401261783,,,@XboxSupport1 just a couple months away from 10 years
401261783,,,@XboxSupport1 So do i need to remove the 10 year logo??
139239482,,, @stalker3k Honestly I'm not too sure if that is recommended or not.
139239482,,, Have you asked the forums team directly?
401261783,,,@XboxSupport1 nope but i will thanks
139239482,,, @stalker3k Any time!

139239482,,, @SlashingFire97 There are known account issues at this time.
139239482,,, Our current service alerts are mentioned here http://t.co/6N6mW5mT ^KN
532090864,,,@XboxSupport1 ah alright then..
139239482,,, @SlashingFire97 We'll keep you posted once we have further updates.
139239482,,, Thanks.
532090864,,,@XboxSupport1 alright mate
139239482,,, @SlashingFire97 Cheers.
532090864,,,@XboxSupport1 No worries

139239482,,," @jayenomics Also, let's go back."
139239482,,, I think talking of two accounts confused me..
139239482,,, When are you getting error 80150101.
139239482,,, What are you clicking^JC
179189056,,, @XboxSupport1 I am clicking on download profile.
179189056,,, I put in the info and then i get the 80150101
139239482,,," @jayenomics So you are unable to download the profile at all, and it was recently created, right?"
179189056,,,@XboxSupport1 exactly.
139239482,,, @jayenomics So I want to show you this article: http://t.co/Pj7gNVOA but it's sounding like the account had an issue during creation.
179189056,,, @XboxSupport1 it's a common issue apparently.
179189056,,," I tried redownloading, clearing my cache, and my ports are all opened."
179189056,,, I just want on my acct
139239482,,, @jayenomics Not a common issue.
139239482,,, Can you try changing our WLID address here and see if that helps?
139239482,,, http://t.co/HnWR8nwJ ^JC
179189056,,, @XboxSupport1 changed it...
179189056,,, and BY GOLIE IT WORKED...
179189056,,, It only took 3 hours for this...
179189056,,, and 3+ weeks for my other account -.
139239482,,, @jayenomics Woot!!
139239482,,, So that account fixed.
139239482,,," Ok, other account."
139239482,,, Billing info matches the info listed on card.
139239482,,, Adding a CC w/ Visa logo?
179189056,,,@XboxSupport1 yep all of that
139239482,,, @jayenomics and you tried more than one card?
139239482,,, Are you following the steps here?
139239482,,, http://t.co/bEVND2K6 ^JC
179189056,,,"@XboxSupport1 I have tried a visa debit, a paypal, and a visa cc"
139239482,,," @jayenomics Your GT is set up in the region that you are located in, correct?"
179189056,,,@XboxSupport1 absolutely
139239482,,, @jayenomics And you followed the steps in that last link I sent?
139239482,,, For the CC and Paypal specifically?
179189056,,,"@XboxSupport1 i tried to add my card to my new account, put all the info in right, and it won't allow me to add it."

139239482,,, @True360Gaming Are you seeing this in multiple browsers?
57443074,,,@XboxSupport1 just on google
139239482,,, @True360Gaming On other browsers you are able to redeem a code without issue?
57443074,,,"@XboxSupport1 the problem is just signing in the site, when i try i get that message and then it signs me back out"
139239482,,, @True360Gaming But only in that browser?
57443074,,,@XboxSupport1 yup
139239482,,, @True360Gaming Have you cleared that browser's data and cookies?
57443074,,,@XboxSupport1 yeah did all that and nothing
139239482,,, @True360Gaming We were just able to sign in without issue.
57443074,,,"@XboxSupport1 its working now, dont know why but it works now thanks ill let you know if it happens again"

139239482,,, @ErycJames you may need to update your billing options and make sure its up to date.
139239482,,, Go here https://t.co/S1H728Xe ^KN
137821022,,,"@XboxSupport1 it is all up to date, last month I removed a credit card because it was canceled and the 3 month card I've had is supposed..."
139239482,,, @ErycJames it may needed updating billing information on your account.
139239482,,, Have you checked https://t.co/S1H728Xe ?
137821022,,," @XboxSupport1 yes I did, and the only problem I see is that for some reason my prepaid 3 month gold is suspended."
137821022,,, Nothing says I owe anythin

139239482,,, @Kiesey78 Thanks for the shout out!
123004655,,,"@XboxSupport1 No problem, have a great weekend"
139239482,,, @Kiesey78 You too!
139239482,,, :) ^PJ

139239482,,, @Kiesey78 Thanks for the FF.
123004655,,,@XboxSupport1 anytime :-) hope you guys are doing well ?
139239482,,,"@Kiesey78 We're keepin' on keepin' on, thanks :) ^PC"
123004655,,," @XboxSupport1 That's good, have a great weekend guys and girls."
123004655,,, Say hi to @MacheteBetty for me.
123004655,,, :-)
139239482,,, @Kiesey78 Will do!
139239482,,, You have a great one too :) ^PC

25948681,,," @XboxSupport1 Never had issues in the past, but for about a week now I get a Xfinity App server unavailable code 7008."
25948681,,, Im running beta dash
139239482,,, @CainLupus Have you posted this on the private forums yet?
139239482,,, http://t.co/b0vP0lzq ^PJ
25948681,,,@XboxSupport1 No I havnt posted on private forum yet.
139239482,,," @CainLupus You will need to post on that forum or ring phone support for more info, did you need the number?"

139239482,,, Moona I'm not quite sure what you are asking.
139239482,,, Could you clarify?
32509986,,, @XboxSupport1 ok so if xbox were to have a significant other...
32509986,,, would it be ps3 or ANOTHER xbox?
139239482,,," Moona probably another Xbox, since they can do more together."
32509986,,, @XboxSupport1 but the DIVERSITY imagine if a ps3 and an xbox had a child.
32509986,,, itd be like a wii or something.
139239482,,, Moona I'm not able to speculate on that.
139239482,,," Plus, not sure on how the mechanics of that would work."
139239482,,, Any other Xbox questions?
32509986,,,@XboxSupport1 is 360 indicative of the preheat temp i need beofre cooking it?
139239482,,," Moona No, the Xbox 360 is non edible."
139239482,,, Let us know if you have any legit Xbox questions ^JN

139239482,,, @gabi_labi How many flashing red lights by the way?
139239482,,, How long have you had your console?
455538390,,,@XboxSupport1 the whole outside ring flashes red and ummm about 4 years.

139239482,,, @coollolo98 Thanks for the shout out.
247419975,,,@XboxSupport1 it's ok!
139239482,,, @coollolo98 Game on!
247419975,,,@XboxSupport1 ahaha :P
139239482,,, @coollolo98 We're here for ya if you need anything.
247419975,,, @XboxSupport1 ok thank you!
247419975,,, Everything is going good thank god!
247419975,,, :P
139239482,,," @coollolo98 you're welcome, anytime."

139239482,,,"@IvIasterChief_x If a special edition is repaired, you still get back the same model of special edition :) ^JX"
137437482,,,"@XboxSupport1 Thanks, What happens if it needs to be replaced though?"
139239482,,, @IvIasterChief_x What do you mean by replaced?
139239482,,, If your special edition Xbox is repaired you will get back the same model special edition ^JX
137437482,,, @XboxSupport1 I assumed that if it was unable to be fixed it would be replaced.
137437482,,, Thanks anyway.

139239482,,," @realdaveimboden I see, are you getting any error codes?"
144963751,,, @XboxSupport1 just an awful racket and a festering smell.
144963751,,, i've tried multiple voodoo incantations and a hard reset
139239482,,," @realdaveimboden Ah, which model Xbox do you have?"

139239482,,, @xEmsjoum Sure what's up?
136399443,,,@XboxSupport1 bought a USB stick and if configured it download a update on it but every time if turn my xbox off and on it needs to configur
139239482,,, @xEmsjoum Are you trying to apply a system update via the USB flash drive?
136399443,,,@XboxSupport1 no an battlefield 3 update
139239482,,, @xEmsjoum Are you able to apply the update via the internet?
136399443,,,@XboxSupport1 its not a update its a dlc if I download it i can play the DLC but when I turn my xbox off The usb stick needs to configure
139239482,,," @xEmsjoum I see, do you have another USB stick you can try downloading the DLC to?"
136399443,,,@XboxSupport1 yeah the other usb sticks work fine but i dont have so much storage on these
139239482,,, @xEmsjoum Did you format the USB drive with the DLC on it prior to downloading content?
136399443,,,@XboxSupport1 no every time i turn my xbox on and i go to storage i see that i need to configure the usb..
139239482,,,@xEmsjoum Let's take the steps to format the drive:http://t.co/USB2xuKe make sure you backup any data as this will wipe it then try again^JX
139239482,,, @xEmsjoum Sure what's up?
139239482,,, How can we help you today?
136399443,,,@XboxSupport1 my usb stick needs to configure every time when i turn it off do i need to format it first on pc on 32 format
139239482,,, @xEmsjoum Have you formatted through the Xbox yet?
139239482,,, http://t.co/USB2xuKe make sure you backup any data before you format ^JX
136399443,,, @XboxSupport1 I formatted so many times.
136399443,,," The points is every time when i turn my xbox off, the usb stick needs to configure again"
139239482,,, @xEmsjoum Do you have a different USB flash drive you can try?
136399443,,,@XboxSupport1 yes !
139239482,,," @xEmsjoum What is the brand, size of the flash drive?"
136399443,,,@XboxSupport1 what do you mean with size ?
139239482,,,@xEmsjoum Storage capacity ^JX
136399443,,,@XboxSupport1 8 gig
139239482,,,@xEmsjoum If your other flash drives are working without issue you may want to switch to using one of those ^JX
136399443,,, @XboxSupport1 thanks it worked !
136399443,,, I formated on my pc 32 format and now it formated!
139239482,,, @xEmsjoum Glad to hear.
139239482,,, Cheers.

139239482,,, @becauseimfunny What error are you seeing?
159995015,,, @XboxSupport1 4004.
159995015,,, Sounds evil :(
139239482,,, @becauseimfunny Can you DM us your GT and screen shot from http://t.co/edgLK7RI ?
159995015,,,@XboxSupport1 sent my gt and photo
139239482,,," @becauseimfunny Thanks, you can use any pic sharing service if you cant add directly to us."
139239482,,, yfrog.com is a popular one.
159995015,,,@XboxSupport1 sent u the link via instagram
139239482,,," @becauseimfunny Got it, thanks."
139239482,,, We will continue investigating.
139239482,,, Keep an eye out here for updates: http://t.co/BMhsLK29 ^PJ

139239482,,," @AyoMac Hey man, are you seeing red lights on your 360?"
139239482,,," Let us know how many, we're official support and here to help!"
458765542,,,@XboxSupport1 3 red lights
139239482,,,@AyoMac Let's take a look here: http://t.co/RCIcvgCs &amp; please keep us in the loop with the results ^JX

139239482,,, @aVex501 Was this a one time thing or does it seem to happen over and over again?
459414000,,,@XboxSupport1 Happens constantly.
139239482,,, @aVex501 Is this with only game invites or does any other thing cause freezing issues?
459414000,,, @XboxSupport1 No matter who sends it and with any game.
459414000,,," Mw2, Mw3, Cod4, BF3."
139239482,,, @aVex501 Are you able to send and receive regular text messages with no issues?
459414000,,, @XboxSupport1 Yep.
459414000,,, I can join game sessions and message just fine.
459414000,,, My only problem is trying to join from dashboard.
139239482,,," @aVex501 And that is join game sessions in progress and not party chats, right?"
459414000,,,@XboxSupport1 Any game invite including partys.
139239482,,,"@aVex501 Let's try restarting the console, clearing your cache: http://t.co/Yy3otP6R and re-DL the gamertag: http://t.co/8kgMMGik ^AC"
459414000,,,@XboxSupport1 Just tried all of that and was still able to recreate by having a friend inviting me into a game while I am on Dashboard.
139239482,,," @aVex501 If you are in the game as opposed to on the dashboard, does it then not freeze?"
459414000,,,@XboxSupport1 That is correct.
139239482,,," @aVex501 Okay, does the issue persist if logged in to a different account on your Xbox?"
459414000,,, @XboxSupport1 Yes.
459414000,,, Its the same on friends consoles as well.
139239482,,," @aVex501 Okay, let's try removing your hard drive and re-downloading your profile to a USB drive and then please give that another try."
